Timestamp,Balance,GBPUSD,GBPUSD_PositionType,GBPUSD_Units,Total,Returns,Equity,Drawdown
2018-07-03 00:02:09.727000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:02:11.190000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:02:12.567000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:02:13.783000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:02:15.384000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:02:16.854000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:02:18.252000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:02:19.588000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:02:20.991000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:02:22.223000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:02:23.689000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:02:25.128000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:02:26.515000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:02:27.851000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:02:29.353000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:02:30.843000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:02:32.255000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:02:33.590000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:02:34.944000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:02:36.414000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:02:38.009000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:02:39.270000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:02:40.962000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:02:42.390000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:02:43.809000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:02:45.125000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:02:46.573000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:02:48.137000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:02:49.523000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:02:50.993000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:02:52.318000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:02:53.724000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:02:55.083000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:02:56.611000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:02:57.982000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:02:59.303000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:03:00.641000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:03:02.018000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:03:03.292000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:03:04.624000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:03:06.006000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:03:07.240000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:03:08.545000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:03:10.097000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:03:11.651000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:03:13.031000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:03:14.485000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:03:15.882000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:03:17.205000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:03:18.491000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:03:20.054000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:03:21.509000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:03:23.066000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:03:24.442000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:03:25.815000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:03:27.270000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:03:28.659000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:03:29.975000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:03:31.224000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:03:32.587000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:03:34.018000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:03:35.193000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:03:36.557000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:03:37.982000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:03:39.427000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:03:40.740000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:03:42.210000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:03:43.632000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:03:45.131000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:03:46.616000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:03:48.066000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:03:49.517000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:03:50.942000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:03:52.242000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:03:53.573000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:03:54.860000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:03:56.215000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:03:57.768000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:03:59.101000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:04:00.681000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:04:01.950000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:04:03.337000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:04:05.038000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:04:06.518000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:04:07.789000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:04:09.117000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:04:10.632000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:04:12.181000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:04:13.685000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:04:15.127000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:04:16.638000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:04:18.115000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:04:19.547000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:04:21.091000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:04:22.536000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:04:24.058000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:04:25.602000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:04:27.053000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:04:28.450000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:04:29.884000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:04:31.242000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:04:32.556000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:04:33.918000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:04:35.363000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:04:36.817000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:04:38.180000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:04:39.696000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:04:41.236000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:04:42.587000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:04:43.940000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:04:45.359000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:04:46.698000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:04:48.197000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:04:49.552000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:04:51.035000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:04:52.506000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:04:53.994000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:04:55.398000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:04:56.917000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:04:58.287000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:04:59.725000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:05:00.933000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:05:02.312000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:05:03.616000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:05:04.977000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:05:06.446000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:05:07.856000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:05:09.284000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:05:10.571000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:05:11.977000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:05:13.401000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:05:14.761000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:05:16.065000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:05:17.594000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:05:18.971000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:05:20.438000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:05:21.777000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:05:23.058000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:05:24.611000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:05:25.994000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:05:27.244000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:05:28.487000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:05:30,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:05:31.534000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:05:33.027000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:05:34.422000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:05:35.642000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:05:37.163000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:05:38.522000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:05:40.084000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:05:41.625000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:05:43.134000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:05:44.546000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:05:45.929000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:05:47.211000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:05:48.678000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:05:49.996000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:05:51.318000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:05:52.776000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:05:54.240000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:05:55.548000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:05:56.973000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:05:58.341000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:05:59.823000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:06:01.190000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:06:02.571000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:06:03.832000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:06:05.363000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:06:06.778000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:06:08.219000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:06:09.824000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:06:11.064000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:06:12.663000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:06:14.211000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:06:15.645000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:06:17.054000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:06:18.479000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:06:19.859000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:06:21.246000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:06:22.570000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
2018-07-03 00:06:24.053000,100000.0,0.0, 0.00,0.0,100000.0,0.0,1.0,0.0
